Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42856,,
Mouse ID,11530,,
Disposition,"Healthy disposition, active in cage. One small tumor on top of head and a larger tumor on right flank.",,
Sex,Female,,
Strain,Ink WT,,
BD,42576,,
Sac Date,42856,,
Age at Sac,280,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42563,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42810,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Some nodules on lungs.,,
,Skull intact.,,
,"Two cryovials of tumor frozen, cell line attempted",,
