Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43759,,
Mouse ID,21000,,
Disposition,"T1 -- Right shoulder, T2 -- Left shoulder",,
Disposition,"Sac'd due to tumor size, normal disposition",,
,,,
Disposition,,,
Treatment,,,
Sex,Male,,
Strain,All Alleles x PGC1a,,
BD,43692,,
Sac Date,43759,,
Age at Sac,67,,
Injection Date,43694,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles x PGC1a,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None visible,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,1 cryogenic vial w/2 tumor sections,,
