Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42646,,
Mouse ID,11558,,
Disposition,"Normal dispostion, sac'd due to ulcerated tumor; T1- R side; T2- L side",,
Sex,Female,,
Strain,Braf het,,
BD,42583,,
Sac Date,42646,,
Age at Sac,63,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42585,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal dispostion, sac'd due to ulcerated tumor; T1- R side; T2- L side",,
,Skull intact,,
,Organs looked normal,,
,T1- 2 cryos and 1 cell line attempted,,
