Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42867,,
Mouse ID,14925,,
Disposition,"Lethargic, heavy breathing. Two small tumors present.",,
Sex,Male,,
Strain,All alleles,,
BD,42835,,
Sac Date,42867,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42835,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42866,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumors",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Had popcorn lung phenotype.,,
,Skull intact,,
,No tumor chunks frozen or cell line attempted.,,
