Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42796,,
Mouse ID,12079,,
Disposition,"Large tumor on neck, second tumor on left side, healthy disposition",,
Sex,Female,,
Strain,Ink WT,,
BD,42625,,
Sac Date,42796,,
Age at Sac,171,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42765,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, heart, lungs, kidneys, liver, spleen, tumors",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,popcorn lung phenotype,,
,skull intact,,
,cryovile frozen for tumor 1,,
,cell lines attempted for both tumors,,
