Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42692,,
Mouse ID,12287,,
Disposition,Lethargic with tumors on left and right ears,,
Sex,Male,,
Strain,All alleles,,
BD,42642,,
Sac Date,42692,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42642,,
Virus 1,RCAS HA-myrAKT1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42688,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Two tumor cryovials frozen,,
,Large nodes in lungs-- looked like popcorn lung.,,
,Skull intact.,,
