Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,43023,,
Mouse ID,16767,,
Disposition,unable to remain upright,,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42987,,
Sac Date,43021,,
Age at Sac,34,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42990,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,43004,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Treated with MEK162 three hours prior to necropsy (it was previously being treated with the vehicle only treatment).,,
,,,
