Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42942,,
Mouse ID,15176,,
Disposition,extremely lethargic,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42851,,
Sac Date,42940,,
Age at Sac,89,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42853,,
Virus 1,IDH1WT,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42937,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,no response to stimulation,,
,,,
