Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43532,,
Mouse ID,19723,,
Disposition,No primary tumor detectable,,
Disposition,,,
,,,
Disposition,"Sac'd due to illness, shallow breathing, weight loss",,
Treatment,Not enrolled,,
Sex,Male,,
Strain,All Alleles,,
BD,43504,,
Sac Date,43532,,
Age at Sac,28,,
Injection Date,43140,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None detectable,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, T1",,
,All organs appeared normal,,
,1 Cryo for T1,,
,1 cell line attempted for T1,,
