Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,43052,,
Mouse ID,15754,,
Disposition,,,
Sex,male,,
Strain,N-TVA; Pten f/f; ATRX f/f,,
BD,42897,,
Sac Date,43052,,
Age at Sac,155,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42900,,
Virus 1,P53R273C,,
Virus 2,IDH1-WT,,
Virus 3,PDGFA,,
Virus 4,Cre,,
Evidence of tumor?,no,,
Date Tumor reported,n/a --endpoint,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; Pten f/f; ATRX f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,patchy fur on head,,
,,,
