Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,43046,,
Mouse ID,15713,,
Disposition,,,
Sex,male,,
Strain,N-TVA; Pten f/f; ATRX f/f,,
BD,42894,,
Sac Date,43046,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42894,,
Virus 1,P53R273C,,
Virus 2,IDH1-R132H,,
Virus 3,PDGFA,,
Virus 4,Cre,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; Pten f/f; ATRX f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
