Mouse Necropsy information sheet,...2,...3,...4
Initials,KB,,
Today's Date,42787,,
Mouse ID,13960-00,,
Disposition,"FD, hunched lethargic, hemorrhage on brain, small 1mm hole in diameter ~2mm rostral to injection site",,
Sex,F,,
Strain,N-TVA; pten f/f; Ink4a f/f - mino treated 2.5d,,
BD,42764,,
Sac Date,42787,,
Age at Sac,23,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42765,,
Virus 1,RCAS Cre,,
Virus 2,RCAS HBEGF,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42781,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,unknown,,
Tissue collected,na,,
4% PFA transcardial perfusion,na too decomposed,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
