Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43460,,
Mouse ID,19250,,
Disposition,Mouse was ill / lethargic,,
Disposition,T1 -- Left flank,,
Disposition,"Day tumor noticed, mouse was ill / lethargic",,
Disposition,Mouse likely developed lung mets before put on treatment,,
Disposition,Mouse put on treatment 2 days before sac,,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Female,,
Strain,All Alleles,,
BD,43425,,
Sac Date,43459,,
Age at Sac,34,,
Injection Date,43425,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs,, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes -- Numerous,,
Additional comments,Skull intact,,
Additional comments,"FFPE for B, L, T1",,
Additional comments,Not enough tissue for cryogenic or cell line,,
