Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42755,,
Mouse ID,13082,,
Disposition,T1- R scapula; behavior- very ill / rapid breathing / no movement (sac'd due to illness),,
Sex,M,,
Strain,All alleles,,
BD,42703,,
Sac Date,42755,,
Age at Sac,52,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42708,,
Virus 1,RCAS HA-Akt2 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- R scapula; behavior- very ill / rapid breathing / no movement (sac'd due to illness),,
,"Metastatis along inner spine, all other organs appeared normal, lungs were very small however but no visible nodules",,
,2 cryogenics & 1 cell line attempted,,
