Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42747,,
Mouse ID,13125,,
Disposition,Lethargic disposition with labored breathing; T1- Right arm,,
Sex,Male,,
Strain,All alleles,,
BD,42708,,
Sac Date,42747,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42708,,
Virus 1,RCAS HA-Akt1 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Lethargic disposition with labored breathing; T1- Right arm,,
,Skull intact,,
,Organs appeared normal--except lungs had small nodes present,,
,1 cryogenic & 1 cell line attempted,,
