Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42807,,
Mouse ID,14144,,
Disposition,"No primary tumor evident, mouse was hunched, ungroomed, and had accelerated respiration.",,
Sex,Male,,
Strain,All alleles,,
BD,42775,,
Sac Date,42807,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42775,,
Virus 1,RCAS HA-Yb1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,Popcorn lungs frozen at -80C,,
,,,
Formalin fixed?,N,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Had popcorn lung phenotype.,,
,,,
