Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42912,,
Mouse ID,15367,,
Disposition,"hunched, domed head",,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42866,,
Sac Date,42912,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42870,,
Virus 1,RCAS (X),,
Virus 2,PDGFA,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42886,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,severe hydrocephaly,,
,,,
