Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42671,,
Mouse ID,11920,,
Disposition,"T1- L-scapula, T2- nape of neck; sac'd due to tumor burden",,
Sex,Female,,
Strain,All alleles,,
BD,42612,,
Sac Date,42671,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42614,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- L-scapula, T2- nape of neck; sac'd due to tumor burden",,
,Skull was intact,,
,Organs appeared normal,,
,"2 crygogenics per T, 1 cell line attempted per T",,
