Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43159,,
Mouse ID,17738,,
Disposition,Normal disposition; sac'd due to tumor size. T1 - left side of ribs and behind ears,,
Sex,Male,,
Strain,All Alleles,,
BD,43116,,
Sac Date,43159,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43117,,
Virus 1,RCAS myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43145,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Skull intact -- brain appeared normal,,
,Other organs appeared normal,,
,3 cryos and 1 cell line,,
