Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42905,,
Mouse ID,15199,,
Disposition,"Normal disposition; sac'd due to tumor size; T1- between scapulas, T2-right scapula, T3-left ear",,
Sex,Male,,
Strain,All Alleles,,
BD,42853,,
Sac Date,42905,,
Age at Sac,52,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42853,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,42892,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Normal disposition; sac'd due to tumor size; T1- between scapulas, T2-right scapula, T3-left ear",,
,,,
,Brain and skull were in tact.,,
,All organs appeared normal.,,
,T2 was fluid filled and necrotic.,,
,3 cryogenics and 1 cell line attempted for T1; 2 cryogenics and 1 cell line attempted for T2; 1 cryogenic and 1 cell line attempted for T3.,,
