Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42702,,
Mouse ID,12115,,
Disposition,Found dead-- tumor noted 11/18 but upon necropsy was found to be a wart not a tumor.,,
Sex,Female,,
Strain,Ink WT,,
BD,42628,,
Sac Date,42702,,
Age at Sac,74,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,None-- no tumor.,,
,,,
Formalin fixed?,No,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L healthy,,
,"No tumor found, thus nothing preserved in formalin.",,
