Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,43040,,
Mouse ID,14264,,
Disposition,"No tumor, healthy disposition. End point.",,
Sex,Male,,
Strain,Ink WT,,
BD,42786,,
Sac Date,43040,,
Age at Sac,254,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42788,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, heart, lungs, kidneys, spleen, liver",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"One small nodule on lung, otherwise healthy. Lack of primary tumor makes this likely to be an adenoma.",,
,Skull intact.,,
