Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42983,,
Mouse ID,15116,,
Disposition,difficulty breathing,,
Sex,male,,
Strain,Nestin-TVA;pten f/f,,
BD,42845,,
Sac Date,42983,,
Age at Sac,138,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42846,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"No obvious tumor upon dissection, lungs appeared normal.",,
,,,
