Mouse Necropsy information sheet,...2,...3,...4
Initials,BP,,
Today's Date,42912,,
Mouse ID,15146,,
Disposition,Found Dead/Domed head,,
Sex,male,,
Strain,Nestin-TVA;Ink4a f/+,,
BD,42869,,
Sac Date,42912,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42846,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42912,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;Ink4a f/+,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Animal was found dead. Necropsy showed enlarged cortex.,,
,,,
