Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42832,,
Mouse ID,14238,,
Disposition,"2 large tumors on right scapula, sac'd due to tumor burden",,
Sex,Female,,
Strain,All alleles,,
BD,42784,,
Sac Date,42832,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42785,,
Virus 1,RCAS HA mYB1 S100D,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42816,,
Dox Tx?,,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Skull was intact.  No lung mets observed upon necropsy.,,
,"Cell line attempted, 2 tumor chucks cryopreserved.",,
