Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42653,,
Mouse ID,11754,,
Disposition,"Slightly immobilized, hunched over",,
Sex,Female,,
Strain,All alleles,,
BD,42600,,
Sac Date,42648,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42601,,
Virus 1,RCAS myrAkt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42648,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Skull intact, H&L looked okay.",,
,,,
