Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42688,,
Mouse ID,12284,,
Disposition,Extremely lethargic. Blind in the right eye. Tumor sat on top of the head and weighed down majority to the right.,,
Sex,Female,,
Strain,All alleles,,
BD,42642,,
Sac Date,42688,,
Age at Sac,46,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42642,,
Virus 1,RCAS HA-myrAKT1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42669,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor was extremely large.,,
,Skull still intact despite heavy tumor load,,
,Lung had a large node upon visual inspection,,
