Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,44160,,
Mouse ID,24921,,
Disposition,T1 -- R-shoulder,,
Disposition,,,
Disposition,Reason for sac: ill,,
Disposition,,,
Treatment,BRAFi (Encorafenib) + MEKi (Binimetinib) + FAKi (PF-573228),,
Sex,Female,`,
Strain,All Alleles,,
BD,44105,,
Sac Date,44160,,
Age at Sac,55,,
Injection Date,44106,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,"T1:  Cryogenic (1 tube, 1 sample)",,
,T1:  Portion kept for future flow cytometry -- blue dot on cap (-20),,
