Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43066,,
Mouse ID,15994,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA;pten f/f,,
BD,42914,,
Sac Date,43066,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42914,,
Virus 1,IDH1WT,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42997,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain appeared normal,,
,,,
