Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42527,,
Mouse ID,10196,,
Disposition,"T1- center flank, T2- nape of neck; calm disposition - possibly slightly paralyzed?",,
Sex,Male,,
Strain,All Alleles,,
BD,42482,,
Sac Date,42527,,
Age at Sac,45,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42482,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- center flank, T2- nape of neck; calm disposition - possibly slightly paralyzed?",,
,Skull intact,,
,All organs appeared normal,,
,"T1- 3 cryogenics, 1 cell line attempted; T2 - 1 cryogenic, 1 cell line attempted",,
