Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42683,,
Mouse ID,12229,,
Disposition,Normal Disposition,,
Sex,Male,,
Strain,All alleles,,
BD,42635,,
Sac Date,42683,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS HA-AKT 1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,10/312016,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor spanned from behind ears to mid back; tumor had many hard nodules upon tactile inspection,,
,Skull intact. H&L looked normal upon visual inspection,,
,2 vials of cryogenics frozen down. Cell line attempted.,,
