Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43003,,
Mouse ID,16609,,
Disposition,"hunched, lethargic",,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42968,,
Sac Date,43003,,
Age at Sac,35,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42956,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42986,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,skull/tumor on top of skull appeared to be fluid filled; left to fix in formalin for 24 hours before removing the brain,,
,,,
