Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43498,,
Mouse ID,19428,,
Disposition,T1 -- L-ear,,
Disposition,Sac'd due to illness,,
Dispostion,TVA-neg,,
Treatment,FAKi only,,
Sex,Female,,
Strain,All Alleles,,
BD,43453,,
Sac Date,43498,,
Age at Sac,45,,
Injection Date,43818,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for brain, lungs, T1",,
,All organs appeared normal,,
,"1 cryo, 1 cell line attempted",,
