Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43474,,
Mouse ID,19272,,
Disposition,T1 -- Nape of neck,,
Disposition,Mouse sac'd due to illness,,
Disposition,,,
Disposition,,,
Treatment,Vehicle control,,
Sex,Female,,
Strain,All Alleles,,
BD,43430,,
Sac Date,43474,,
Age at Sac,44,,
Injection Date,43430,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Tumor, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes -- massive nodules,,
Additional comments,Skull intact,,
,"FFPE for T1, brain, lungs",,
,1 Cryo for T1,,
,1 Cell line attempted for T1,,
,All organs appeared normal besides lungs,,
