Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42712,,
Mouse ID,11605,,
Disposition,normal,,
Sex,male,,
Strain,Nestin-TVA;Ink4a f/f (injected),,
BD,42586,,
Sac Date,42696,,
Age at Sac,110,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42588,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,CRE,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
