Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43138,,
Mouse ID,17342,,
Disposition,Normal disposition - sac'd due to tumor size; T1 - between ears,,
Sex,Female,,
Strain,All Alleles,,
BD,43066,,
Sac Date,43138,,
Age at Sac,72,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43067,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43129,,
Dox Tx?,Yes,,
Duration of Dox Tx,9,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None noted,,
Additional comments,Normal disposition - sac'd due to tumor size; T1 - between ears,,
,Brain and skull were in tact.,,
,Other organs appeared normal,,
,2 cryos and 1 cell line attempted,,
Blood collection,plasma and buffy coat collected and place in -80*C.,,
