Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43523,,
Mouse ID,19544,,
Disposition,"Sac'd due to illness (ungroomed, lethargic)",,
Disposition,T1 -- L-ear,,
Disposition,,,
Disposition,,,
Treatment,AKTi only,,
Sex,Male,,
Strain,All Alleles,,
BD,43475,,
Sac Date,43523,,
Age at Sac,48,,
Injection Date,43476,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,"FFPE for B/L, T1",,
,1 cryo and 1 cell line attempted for T1,,
,All organs appeared normal,,
