Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42689,,
Mouse ID,11969,,
Disposition,domed head/ poor health,,
Sex,female,,
Strain,Nestin-TVA; Pten f/f,,
BD,42616,,
Sac Date,42685,,
Age at Sac,69,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42594,,
Virus 1,PDGFA,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42685,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
