Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42633,,
Mouse ID,11449,,
Disposition,Sac'd due to tumor size--normal disposition; T1- chest; T2- L scapula; other smaller tumors around jaw and R arm,,
Sex,Female,,
Strain,All alleles,,
BD,42573,,
Sac Date,42632,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42574,,
Virus 1,RCAS HA-Akt1 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3+),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to tumor size--normal disposition; T1- chest; T2- L scapula; other smaller tumors around jaw and R arm,,
,Skull intact,,
,Organs appeared normal,,
,T1 & T2- 2 cyrogenics and 1 cell line attempted,,
