Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43832,,
Mouse ID,21722,,
Disposition,T1 - left side of neck and onto left shoulder,,
Disposition,Sac'd due to illness -- shallow labored breathing and slow motility,,
,,,
Disposition,,,
Treatment,,,
Sex,Female,,
Strain,All Alleles,,
BD,43770,,
Sac Date,43832,,
Age at Sac,62,,
Injection Date,43771,,
Virus 1,RCAS myrAkt1 & Cre (2:1 ratio),,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1,B,L",,
Zinc fixed?,No,,
Formalin fixed?,"T1,B,L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Skull intact,,
,Lungs suffered massive metastatic tumor growth,,
,Other organs appeared normal,,
,"1 Cryo, no cell line attempted",,
