Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42857,,
Mouse ID,14546,,
Disposition,Slightly ungroomed; sac'd due to tumor size. T1--located between ears,,
Sex,Male,,
Strain,All Alleles,,
BD,42806,,
Sac Date,42857,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42807,,
Virus 1,HA-Akt3 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42842,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Slightly ungroomed; sac'd due to tumor size. T1--located between ears,,
,"Brain was slightly cut when attempting to remove during necropsy. Otherwise, skull and brain in tact.",,
,Spleen very small. All other organs appeared normal.,,
,3 cryogenics and 1 cell line attempted.,,
