Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43046,,
Mouse ID,16977,,
Disposition,"Died in transit to the lab - hunched, difficulty breathing, lethargic prior to death",,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43018,,
Sac Date,43045,,
Age at Sac,27,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43020,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
