Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42574,,
Mouse ID,11110,,
Disposition,"Found Dead 7/23/16, no primary tumor found",,
Sex,Male,,
Strain,All Alleles,,
BD,42552,,
Sac Date,42574,,
Age at Sac,22,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42552,,
Virus 1,RCAS Myr-FLAG-AKT2,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found Dead 7/23/16,,
,Skull intact,,
,Numerous nodules found on lungs - see picture,,
,All other organs appeared normal.,,
,"No cryogenics, no cell lines attempted.",,
