Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42629,,
Mouse ID,11584,,
Disposition,Lethargic disposition/hunched posture; T1- R side/belly; T2- nape of neck,,
Sex,Female,,
Strain,All alleles,,
BD,42585,,
Sac Date,42629,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42586,,
Virus 1,RCAS HA-Akt1 E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Lethargic disposition/hunched posture; T1- R side/belly; T2- nape of neck,,
,Skull intact,,
,All other organs looked normal,,
,"T1- 2 cryos, 1 cell line; T2- 1 cryo, 1 cell line",,
