Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43783,,
Mouse ID,21480,,
Disposition,No detectable primary tumor,,
Disposition,Found dead,,
,,,
Disposition,,,
Treatment,,,
Sex,Male,,
Strain,All Alleles,,
BD,43747,,
Sac Date,43783,,
Age at Sac,36,,
Injection Date,43748,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Massive,,
Additional comments,Skull intact,,
,Brain was mush,,
