Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43311,,
Mouse ID,18640,,
Disposition,"Hunched, ungroomed",,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43257,,
Sac Date,43311,,
Age at Sac,54,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43259,,
Virus 1,TRE3-IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Tetoff-IRES-Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43271,,
Dox Tx?,Yes,,
Duration of Dox Tx,Dox on @ 6/27/18-death,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,"Fluid filled brain, squishy skull, evidence of necrosis.",,
,Unable to collect sufficient blood volume through cardiac puncture.,,
