Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43200,,
Mouse ID,18039,,
Disposition,Sac'd due to hunched appearance and irregular movements. T1 - nape of neck. Maybe just a small fatty deposit,,
Sex,Male,,
Strain,All Alleles,,
BD,43155,,
Sac Date,43199,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43157,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,43192,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Sac'd due to hunched appearance and irregular movements. T1 - nape of neck. Maybe just a small fatty deposit,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,No cryos and no cell line attempted - tumor too small,,
