Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42618,,
Mouse ID,11398,,
Disposition,Found Dead (no visible primary tumor),,
Sex,Female,,
Strain,Braf het,,
BD,42571,,
Sac Date,42618,,
Age at Sac,47,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42574,,
Virus 1,RCAR TRE HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf het; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found Dead (no visible primary tumor),,
,Skull intact,,
,Organs appeared normal,,
,No cryos or cell line,,
