Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42787,,
Mouse ID,13622,,
Disposition,Sac'd due to ulcerated tumor; normal disposition; T1-located on left ear;  T2-located on right ear.,,
Sex,Female,,
Strain,All alleles,,
BD,42740,,
Sac Date,42787,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42740,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to ulcerated tumor; normal disposition; T1-located on left ear;  T2-located on right ear.,,
,Skull was intact,,
,Organs appeared normal.,,
,2 cryogenics and 1 cell line attempted per tumor 1; 1 cryogenic and 1 cell line attempted per tumor 2.,,
