Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42867,,
Mouse ID,11284,,
Disposition,"Lethargic and largely stationary in cage, eyes bulging. Enlarged abdomen.",,
Sex,Female,,
Strain,Ink WT,,
BD,42561,,
Sac Date,42867,,
Age at Sac,306,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42563,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42858,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"H&L were a fused mass, connected by some form of tisssue. There appeared to be some lumps of tissue fused to back of ribcage as well-- could have been tumor invastion",,
,skull intact,,
,No cryovials frozen or cell line attempted.,,
,"Liver was marbled, very large, and very unhealthy looking.",,
,Spleen was massive.,,
,"Tumor was small, on ribcage.",,
