Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42814,,
Mouse ID,12489,,
Disposition,normal,,
Sex,female,,
Strain,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
BD,42659,,
Sac Date,42814,,
Age at Sac,155,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42661,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; ATRX f/f; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
