Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,43024,,
Mouse ID,14193,,
Disposition,Healthy with no tumor. End point.,,
Sex,Female,,
Strain,Ink WT,,
BD,42781,,
Sac Date,43021,,
Age at Sac,240,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42782,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Skull intact.,,
,H&L healthy.,,
,No tumor.,,
