Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,43220,,
Mouse ID,17852,,
Disposition,Entire right size paralyzed,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43132,,
Sac Date,43220,,
Age at Sac,88,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43133,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43146,,
Dox Tx?,Vehicle,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"Brain, blood",,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Treated with T&O 3hrs prior to sac,,
