Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42600,,
Mouse ID,10827,,
Disposition,T1- Left jaw; Found Dead,,
Sex,Male,,
Strain,All Alleles,,
BD,42534,,
Sac Date,42600,,
Age at Sac,66,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42536,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,T1- Left jaw; Found Dead,,
,Skull intact,,
,Brain was mushy but mostly intact,,
,Major necrosis to internal organs- only lungs retained,,
,"No cryos, no cell lines attempted",,
