Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,42919,,
Mouse ID,15345,,
Disposition,"Weak disposition, sac'd due to tumor size; T1 invading head and face region and likely beginning to make it difficult for mouse to see.",,
Sex,Female,,
Strain,All Alleles,,
BD,42865,,
Sac Date,42919,,
Age at Sac,54,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42868,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42906,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Weak disposition, sac'd due to tumor size; T1 invading head and face region and likely beginning to make it difficult for mouse to see.",,
,,,
,Brain and skull were in tact.,,
,Spleen appeared enlarged,,
,3 cryogenics and 1 cell line attempted for T1,,
