Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42937,,
Mouse ID,14576,,
Disposition,Labored breathing and lethargic disposition. Small tumor on right side.,,
Sex,Male,,
Strain,Ink WT,,
BD,42808,,
Sac Date,42937,,
Age at Sac,129,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42808,,
Virus 1,RCAS Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,7/21/17 (found at necropsy),,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Had lots of nodules on lungs-- looked similar to popcorn lung but slightly different from usual PL phenotype.,,
,Brain appeared to have some blood in it.,,
,Nodules on spleen.,,
,Skull intact.,,
,No cryovials frozen or cell line attempted.,,
