Mouse Necropsy information sheet,...2,...3,...4
Initials,CS,,
Today's Date,44284,,
Mouse ID,26271,,
Disposition,Reason for sack: tumor size,,
Disposition,,,
Disposition,,,
Disposition,,,
Treatment,,,
Sex,Female,`,
Strain,All Alleles,,
BD,44246,,
Sac Date,44284,,
Age at Sac,38,,
Injection Date,44246,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,"Skull intact, brain normal.",,
,Flow cytometry sample collected,,
