Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43269,,
Mouse ID,18049,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43156,,
Sac Date,43269,,
Age at Sac,113,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43158,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,Vehicle,,
Duration of Dox Tx,,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Brain appeared normal,,
