Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42601,,
Mouse ID,10805,,
Disposition,Found Dead; T1- nape of neck,,
Sex,Male,,
Strain,All Alleles,,
BD,42533,,
Sac Date,42600,,
Age at Sac,67,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42534,,
Virus 1,RCAS HA-Akt3 E40K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA (NEG); Braf f/f; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, tumor, lungs, lung met",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found Dead (rigor mortis- died recently); T1- nape of neck,,
,Skull intact,,
,Brain was somewhat mushy but intact,,
,Massive internal tumor burden affecting lungs & liver,,
,Difficult to distinguish lung tissue from tumor tissue,,
,Pieces of lung metastasis taken for histology,,
,"No cryos, no cell lines",,
,,,
,Mouse originally genotyped TVA-neg -- tail clipped at necropsy for re-genotyping,,
