Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43126,,
Mouse ID,17126,,
Disposition,"hunched, lethargic",,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43038,,
Sac Date,43126,,
Age at Sac,88,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43041,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,No,,
Duration of Dox Tx,N/A,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd three hours after treatment with TMZ. A small amount of plasma and buffy coat was collected.,,
,,,
