Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43172,,
Mouse ID,17146,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43040,,
Sac Date,43172,,
Age at Sac,132,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,43081,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Treated?,Yes T+O,,
Duration of Dox,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Experimental endpoint, brain appeared normal.",,
,,,
