Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42919,,
Mouse ID,13957,,
Disposition,"Large tumor on right flank, affecting movement. Otherwise healthy and active.",,
Sex,Male,,
Strain,Ink WT,,
BD,42764,,
Sac Date,42919,,
Age at Sac,155,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42765,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42893,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Nodules on lungs,,
,2 cryovials frozen and cell line attempted,,
,Tumor was one large solid mass.,,
,Skull intact,,
