Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42845,,
Mouse ID,13631,,
Disposition,struggling to breathe normally,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42740,,
Sac Date,42844,,
Age at Sac,104,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42742,,
Virus 1,LV:NF1,,
Virus 2,RCAS-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42828,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Lungs were examined upon necropsy and appeared normal (GP). Intestines were filled with air and appeared to be pushing other organs into the chest cavity, for example the liver was found in a significantly higher position than usual.",,
,,,
