Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42926,,
Mouse ID,14097,,
Disposition,,,
Sex,male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42772,,
Sac Date,42926,,
Age at Sac,154,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42776,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
